header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
A0A226MH30,1,val,train,train,train,train
EEF68117.1,1,val,train,train,train,train
EDT47926.1,1,val,train,train,train,train
CBK67118.1,1,val,train,train,train,train
EEG90474.1,1,val,train,train,train,train
WP_008394555.1,1,val,train,train,train,train
WP_008395172.1,1,val,train,train,train,train
EEF66713.1,1,val,train,train,train,train
EDT47156.1,1,val,train,train,train,train
EEG90844.1,1,val,train,train,train,train
EEG89133.1,1,val,train,train,train,train
EDT47960.1,1,val,train,train,train,train
WP_004841821.1,1,val,train,train,train,train
WP_044931878.1,1,val,train,train,train,train
CBK67935.1,1,val,train,train,train,train
WP_008395055.1,1,val,train,train,train,train
WP_044930486.1,1,val,train,train,train,train
WP_004843408.1,1,val,train,train,train,train
WP_039959622.1,1,val,train,train,train,train
WP_004841599.1,1,val,train,train,train,train
EEG88434.1,1,val,train,train,train,train
WP_011742812.1,1,val,train,train,train,train
CBK68647.1,1,val,train,train,train,train
EDT46662.1,1,val,train,train,train,train
WP_003809846.1,1,val,train,train,train,train
WP_004844853.1,1,val,train,train,train,train
CBK68803.1,1,val,train,train,train,train
EDT47396.1,1,val,train,train,train,train
EDT48381.1,1,val,train,train,train,train
CBK68544.1,1,val,train,train,train,train
WP_008399198.1,1,val,train,train,train,train
WP_009245642.1,1,val,train,train,train,train
EEG88603.1,1,val,train,train,train,train
EEG87925.1,1,val,train,train,train,train
WP_011742986.1,1,val,train,train,train,train
Q8VHK0,1,val,train,train,train,train
WP_008395069.1,1,val,train,train,train,train
EEF66750.1,1,val,train,train,train,train
EEG90087.1,1,val,train,train,train,train
EEG90864.1,1,val,train,train,train,train
EDT48522.1,1,val,train,train,train,train
A0A452GP85,1,val,train,train,train,train
WP_008398174.1,1,val,train,train,train,train
EDT48356.1,1,val,train,train,train,train
CBK67456.1,1,val,train,train,train,train
CBK66899.1,1,val,train,train,train,train
CBK69287.1,1,val,train,train,train,train
WP_172458554.1,1,val,train,train,train,train
CBK66314.1,1,val,train,train,train,train
EEF66792.1,1,val,train,train,train,train
EDT46793.1,1,val,train,train,train,train
EDT46870.1,1,val,train,train,train,train
WP_008397466.1,1,val,train,train,train,train
WP_004842527.1,1,val,train,train,train,train
CBK65608.1,1,val,train,train,train,train
WP_004843438.1,1,val,train,train,train,train
WP_008394934.1,1,val,train,train,train,train
EDT48466.1,1,val,train,train,train,train
WP_004842515.1,1,val,train,train,train,train
EDT47486.1,1,val,train,train,train,train
EEF65958.1,1,val,train,train,train,train
WP_011743495.1,1,val,train,train,train,train
EEG91025.1,1,val,train,train,train,train
EEG89316.1,1,val,train,train,train,train
WP_004844473.1,1,val,train,train,train,train
EEG89083.1,1,val,train,train,train,train
WP_004842814.1,1,val,train,train,train,train
WP_044930987.1,1,train,val,train,train,train
WP_004840931.1,1,train,val,train,train,train
WP_008398891.1,1,train,val,train,train,train
WP_011742624.1,1,train,val,train,train,train
WP_044930511.1,1,train,val,train,train,train
WP_044931546.1,1,train,val,train,train,train
EEF69708.1,1,train,val,train,train,train
WP_008395499.1,1,train,val,train,train,train
EEF69385.1,1,train,val,train,train,train
EEG91106.1,1,train,val,train,train,train
EDT48243.1,1,train,val,train,train,train
CBK66717.1,1,train,val,train,train,train
CBK65748.1,1,train,val,train,train,train
CBK65495.1,1,train,val,train,train,train
WP_044931803.1,1,train,val,train,train,train
WP_008395234.1,1,train,val,train,train,train
EEG90815.1,1,train,val,train,train,train
A0A2P4SWY1,1,train,val,train,train,train
WP_003810838.1,1,train,val,train,train,train
CBK69717.1,1,train,val,train,train,train
CBK68320.1,1,train,val,train,train,train
WP_011742963.1,1,train,val,train,train,train
EEF67320.1,1,train,val,train,train,train
WP_004843070.1,1,train,val,train,train,train
CBK67593.1,1,train,val,train,train,train
WP_009244457.1,1,train,val,train,train,train
WP_004842630.1,1,train,val,train,train,train
CBK69523.1,1,train,val,train,train,train
WP_008395097.1,1,train,val,train,train,train
EEG91488.1,1,train,val,train,train,train
CBK68499.1,1,train,val,train,train,train
EEF67148.1,1,train,val,train,train,train
WP_044931549.1,1,train,val,train,train,train
CBK65557.1,1,train,val,train,train,train
WP_004840537.1,1,train,val,train,train,train
WP_008395985.1,1,train,val,train,train,train
CBK66388.1,1,train,val,train,train,train
EDT47616.1,1,train,val,train,train,train
CBK68753.1,1,train,val,train,train,train
EEG91370.1,1,train,val,train,train,train
WP_004844608.1,1,train,val,train,train,train
A0A8I3MG39|A0A8P0NQU5,1,train,val,train,train,train
EEG90224.1,1,train,val,train,train,train
WP_044930964.1,1,train,val,train,train,train
WP_004843327.1,1,train,val,train,train,train
WP_004841109.1,1,train,val,train,train,train
EEF69278.1,1,train,val,train,train,train
EEF68155.1,1,train,val,train,train,train
EEF65763.1,1,train,val,train,train,train
EDT48421.1,1,train,val,train,train,train
EEF68564.1,1,train,val,train,train,train
WP_011743237.1,1,train,val,train,train,train
EEG88884.1,1,train,val,train,train,train
EEG90623.1,1,train,val,train,train,train
CBK68311.1,1,train,val,train,train,train
WP_011743271.1,1,train,val,train,train,train
WP_004843562.1,1,train,val,train,train,train
EEG91159.1,1,train,val,train,train,train
EEF65783.1,1,train,val,train,train,train
EEG89533.1,1,train,val,train,train,train
EEG89233.1,1,train,val,train,train,train
EEG90548.1,1,train,val,train,train,train
A0A6P7QVZ8,1,train,val,train,train,train
WP_008398374.1,1,train,val,train,train,train
EEG90146.1,1,train,val,train,train,train
WP_011743388.1,1,train,val,train,train,train
WP_044930406.1,1,train,train,val,train,train
WP_022037638.1,1,train,train,val,train,train
WP_011743029.1,1,train,train,val,train,train
EDT48463.1,1,train,train,val,train,train
EEF67250.1,1,train,train,val,train,train
EEF69652.1,1,train,train,val,train,train
WP_004844470.1,1,train,train,val,train,train
EEF67848.1,1,train,train,val,train,train
EDT46970.1,1,train,train,val,train,train
WP_004842902.1,1,train,train,val,train,train
WP_004842186.1,1,train,train,val,train,train
WP_008398893.1,1,train,train,val,train,train
WP_011743449.1,1,train,train,val,train,train
WP_008397846.1,1,train,train,val,train,train
WP_004844306.1,1,train,train,val,train,train
CBK69156.1,1,train,train,val,train,train
WP_002569173.1,1,train,train,val,train,train
WP_021966914.1,1,train,train,val,train,train
WP_008397187.1,1,train,train,val,train,train
WP_008398322.1,1,train,train,val,train,train
EEG88479.1,1,train,train,val,train,train
CBK67368.1,1,train,train,val,train,train
WP_008398882.1,1,train,train,val,train,train
EDT48420.1,1,train,train,val,train,train
WP_008398866.1,1,train,train,val,train,train
WP_009245371.1,1,train,train,val,train,train
Q6QLL4,1,train,train,val,train,train
WP_008397660.1,1,train,train,val,train,train
A0A0P6J787,1,train,train,val,train,train
CBK67806.1,1,train,train,val,train,train
WP_050785330.1,1,train,train,val,train,train
O14734,1,train,train,val,train,train
EEG90537.1,1,train,train,val,train,train
A0A7M4DUK6,1,train,train,val,train,train
EEF68085.1,1,train,train,val,train,train
CBK67309.1,1,train,train,val,train,train
EEF66759.1,1,train,train,val,train,train
CBK66906.1,1,train,train,val,train,train
EDT47557.1,1,train,train,val,train,train
EEF68382.1,1,train,train,val,train,train
EEF68490.1,1,train,train,val,train,train
CBK69408.1,1,train,train,val,train,train
WP_008398578.1,1,train,train,val,train,train
EEG90267.1,1,train,train,val,train,train
CBK65453.1,1,train,train,val,train,train
CBK67990.1,1,train,train,val,train,train
WP_008394914.1,1,train,train,val,train,train
WP_004844351.1,1,train,train,val,train,train
WP_011742904.1,1,train,train,val,train,train
CBK65922.1,1,train,train,val,train,train
WP_044930311.1,1,train,train,val,train,train
EEG89008.1,1,train,train,val,train,train
EDT48556.1,1,train,train,val,train,train
WP_004842873.1,1,train,train,val,train,train
CBK67994.1,1,train,train,val,train,train
EEF67795.1,1,train,train,val,train,train
EDT48019.1,1,train,train,val,train,train
WP_011743768.1,1,train,train,val,train,train
CBK65640.1,1,train,train,val,train,train
CBK66816.1,1,train,train,val,train,train
EEG90228.1,1,train,train,val,train,train
EEF66567.1,1,train,train,val,train,train
EEG89124.1,1,train,train,val,train,train
EEF66852.1,1,train,train,val,train,train
EDT47583.1,1,train,train,val,train,train
CBK68429.1,1,train,train,val,train,train
EDT47997.1,1,train,train,train,val,train
WP_033499459.1,1,train,train,train,val,train
EEF69255.1,1,train,train,train,val,train
A0A7N4Q198,1,train,train,train,val,train
EEF66897.1,1,train,train,train,val,train
WP_227910108.1,1,train,train,train,val,train
WP_021965886.1,1,train,train,train,val,train
EDT47277.1,1,train,train,train,val,train
WP_044930353.1,1,train,train,train,val,train
EEF68414.1,1,train,train,train,val,train
WP_008396912.1,1,train,train,train,val,train
WP_011743331.1,1,train,train,train,val,train
CBK66834.1,1,train,train,train,val,train
WP_044930380.1,1,train,train,train,val,train
CBK68026.1,1,train,train,train,val,train
CBK67717.1,1,train,train,train,val,train
WP_008398085.1,1,train,train,train,val,train
EEF68510.1,1,train,train,train,val,train
WP_011743222.1,1,train,train,train,val,train
WP_009243915.1,1,train,train,train,val,train
EDT47416.1,1,train,train,train,val,train
CBK65898.1,1,train,train,train,val,train
EEG88320.1,1,train,train,train,val,train
WP_004844759.1,1,train,train,train,val,train
WP_011743204.1,1,train,train,train,val,train
CBK67655.1,1,train,train,train,val,train
WP_008397738.1,1,train,train,train,val,train
CBK65588.1,1,train,train,train,val,train
WP_008398864.1,1,train,train,train,val,train
WP_008399341.1,1,train,train,train,val,train
EEG90646.1,1,train,train,train,val,train
EEF65835.1,1,train,train,train,val,train
WP_008396952.1,1,train,train,train,val,train
EEG90187.1,1,train,train,train,val,train
WP_054337198.1,1,train,train,train,val,train
CBK65701.1,1,train,train,train,val,train
EEG88252.1,1,train,train,train,val,train
WP_044930985.1,1,train,train,train,val,train
WP_008397348.1,1,train,train,train,val,train
EDT48570.1,1,train,train,train,val,train
EEG90309.1,1,train,train,train,val,train
EEG89384.1,1,train,train,train,val,train
A0A8D2KL12,1,train,train,train,val,train
CBK69216.1,1,train,train,train,val,train
CBK67714.1,1,train,train,train,val,train
WP_083794790.1,1,train,train,train,val,train
WP_008395229.1,1,train,train,train,val,train
WP_011742831.1,1,train,train,train,val,train
CBK68933.1,1,train,train,train,val,train
EEF69137.1,1,train,train,train,val,train
CBK68720.1,1,train,train,train,val,train
WP_008395986.1,1,train,train,train,val,train
EEF68305.1,1,train,train,train,val,train
Q6IMI6,1,train,train,train,val,train
WP_004841845.1,1,train,train,train,val,train
EEG88824.1,1,train,train,train,val,train
EEG90698.1,1,train,train,train,val,train
EEG91201.1,1,train,train,train,val,train
CBK68079.1,1,train,train,train,val,train
EEG90768.1,1,train,train,train,val,train
A0A8C0FGY8,1,train,train,train,val,train
EEF69707.1,1,train,train,train,val,train
EEF68839.1,1,train,train,train,val,train
WP_011743663.1,1,train,train,train,val,train
CBK67193.1,1,train,train,train,val,train
WP_008399144.1,1,train,train,train,val,train
EEF67635.1,1,train,train,train,train,val
WP_011742769.1,1,train,train,train,train,val
EEF65983.1,1,train,train,train,train,val
CBK66925.1,1,train,train,train,train,val
WP_004841978.1,1,train,train,train,train,val
EEF67934.1,1,train,train,train,train,val
WP_008397540.1,1,train,train,train,train,val
EEG90825.1,1,train,train,train,train,val
WP_004844749.1,1,train,train,train,train,val
WP_008395453.1,1,train,train,train,train,val
WP_009244399.1,1,train,train,train,train,val
WP_004842729.1,1,train,train,train,train,val
WP_172624241.1,1,train,train,train,train,val
EEF66024.1,1,train,train,train,train,val
WP_004841857.1,1,train,train,train,train,val
EEF68150.1,1,train,train,train,train,val
EEF66210.1,1,train,train,train,train,val
WP_008397350.1,1,train,train,train,train,val
EEG90205.1,1,train,train,train,train,val
WP_004843841.1,1,train,train,train,train,val
EEF67294.1,1,train,train,train,train,val
L5KXD9,1,train,train,train,train,val
EDT48095.1,1,train,train,train,train,val
WP_008399008.1,1,train,train,train,train,val
WP_011743021.1,1,train,train,train,train,val
WP_022037820.1,1,train,train,train,train,val
L9JB14,1,train,train,train,train,val
CBK68558.1,1,train,train,train,train,val
WP_008395856.1,1,train,train,train,train,val
WP_004841601.1,1,train,train,train,train,val
WP_004843990.1,1,train,train,train,train,val
EDT48531.1,1,train,train,train,train,val
EEF65840.1,1,train,train,train,train,val
EEF67085.1,1,train,train,train,train,val
EEF69659.1,1,train,train,train,train,val
CBK69575.1,1,train,train,train,train,val
WP_113736325.1,1,train,train,train,train,val
WP_004844760.1,1,train,train,train,train,val
WP_008397733.1,1,train,train,train,train,val
EEF67356.1,1,train,train,train,train,val
WP_011742899.1,1,train,train,train,train,val
WP_008397872.1,1,train,train,train,train,val
WP_004843928.1,1,train,train,train,train,val
EEG89850.1,1,train,train,train,train,val
EEG91463.1,1,train,train,train,train,val
WP_011743708.1,1,train,train,train,train,val
EEF68271.1,1,train,train,train,train,val
EDT46921.1,1,train,train,train,train,val
WP_044931383.1,1,train,train,train,train,val
WP_004843795.1,1,train,train,train,train,val
WP_008396924.1,1,train,train,train,train,val
EEG88460.1,1,train,train,train,train,val
WP_008398439.1,1,train,train,train,train,val
WP_004841592.1,1,train,train,train,train,val
EEG91668.1,1,train,train,train,train,val
WP_207635808.1,1,train,train,train,train,val
EDT47019.1,1,train,train,train,train,val
WP_011743075.1,1,train,train,train,train,val
A0A670IB77,1,train,train,train,train,val
CBK65360.1,1,train,train,train,train,val
EEG90748.1,1,train,train,train,train,val
WP_008394969.1,1,train,train,train,train,val
CBK68430.1,1,train,train,train,train,val
WP_008398892.1,1,train,train,train,train,val
WP_008395463.1,1,train,train,train,train,val
WP_003807258.1,1,train,train,train,train,val
EEG89624.1,1,val,train,train,train,train
WP_004843045.1,1,val,train,train,train,train
WP_004844395.1,1,val,train,train,train,train
CBK67835.1,1,val,train,train,train,train
WP_008397056.1,1,val,train,train,train,train
A0A0P0ETF2|A0A372UWS3|D7I9C9|Q8AAP8|R7L0W7|R9HB11,1,val,train,train,train,train
EDT48316.1,1,val,train,train,train,train
CBK68809.1,1,val,train,train,train,train
WP_008398924.1,1,val,train,train,train,train
WP_022036847.1,1,val,train,train,train,train
WP_011743626.1,1,val,train,train,train,train
WP_011742716.1,1,val,train,train,train,train
WP_008396816.1,1,val,train,train,train,train
EEG89420.1,1,val,train,train,train,train
EDT48109.1,1,val,train,train,train,train
EEF68092.1,1,val,train,train,train,train
CBK66206.1,1,val,train,train,train,train
WP_004843339.1,1,val,train,train,train,train
WP_004842785.1,1,val,train,train,train,train
EEF68104.1,1,val,train,train,train,train
CBK66341.1,1,val,train,train,train,train
WP_008395078.1,1,val,train,train,train,train
WP_008398202.1,1,val,train,train,train,train
EEG90827.1,1,val,train,train,train,train
WP_008397165.1,1,val,train,train,train,train
EEF66325.1,1,val,train,train,train,train
WP_004841870.1,1,val,train,train,train,train
CBK67856.1,1,val,train,train,train,train
CBK66993.1,1,val,train,train,train,train
WP_041777206.1,1,val,train,train,train,train
EEG90609.1,1,val,train,train,train,train
EEF67634.1,1,val,train,train,train,train
WP_041777248.1,1,val,train,train,train,train
EEG91204.1,1,val,train,train,train,train
EDT47459.1,1,val,train,train,train,train
WP_041777269.1,1,val,train,train,train,train
EEF67080.1,1,val,train,train,train,train
CBK67815.1,1,val,train,train,train,train
WP_021966714.1,1,val,train,train,train,train
EEG90717.1,1,val,train,train,train,train
WP_041777311.1,1,val,train,train,train,train
WP_039959973.1,1,val,train,train,train,train
WP_008398024.1,1,val,train,train,train,train
EEF67506.1,1,val,train,train,train,train
WP_008396882.1,1,val,train,train,train,train
WP_008398088.1,1,val,train,train,train,train
WP_172624247.1,1,val,train,train,train,train
EEF66407.1,1,train,val,train,train,train
CBK65733.1,1,train,val,train,train,train
WP_179985594.1,1,train,val,train,train,train
EDT48304.1,1,train,val,train,train,train
